"","Heading","Text","Rating","Time"
"53","good but I like my iphone X better","it is a good cell phone but if you need to upgrade from iPhone X ?
I don't know. I still did not find anything really better than iPhone X. I guess it is just the way apple make their business. every year new generation iPhone and people spend money to get the newest one",4,2019-12-20 16:51:00
"54","Great overall phone","I switched from Samsung to Apple.  I loved my Samsung but find the iPhone to be more intuitive.  I haven’t used the camera feature yet but am going to travel soon and am looking forward to using it.",5,2019-12-28 08:16:00
"55","Great simple upgrade over iPhone XS Max","Great simple upgrade over iPhone XS Max, really happy that they finally listened to consumers, and increased battery life at the expense of thickness and weight. Great choice imo",5,2020-01-04 15:31:00
"56","I expected more","iPhones are great, don’t get me wrong. The battery life on this phone is phenomenal and the camera is pretty awesome too, but, it has some downfalls. The day after I purchased the phone my notification sounds were glitchy a few times which was odd to me. I’ve never had that happen before with any other model and I’ve had almost every one. Just today my phone froze and shut off which, also, never happened before. I’m not sure if i just got a wonky one or what. I’m an iPhone lover and I have to have the latest one but I’m a little disappointed with this release. It’s very similar to the last phone.",4,2019-11-02 02:55:00
"57","Fancy. I had a 6S and this is a major improvement","This phone is bigger in every way. Sound, feel, weight, power, battery life. Great stuff. I will coddle it for another several years as I did with the one I had. I wiped the other one and will use as a big iPod for the car/house.",5,2019-12-10 17:11:00
"58","Phone that is at first a phone","If you want a phone that you can access voicemail, depend on applications not crashing and have the fastest phone tested to be faster than even the new Snapdragon 855 chipsets, this is the phone. It will not overheat, it will not crash and you get your phone and voicemail with some sense of privacy. Nothing new here, if you have one already though you only get a better camera.",5,2019-10-04 20:11:00
"59","Best iPhone ever","I’ve been buying iPhones since the 3G model back in 2008. If you are a fan of iOS or Apple products in general this one doesn’t disappoint. I moved from an iPhone X to this one and feel it is worth the upgrade. The camera is excellent, the OLED screen is fantastic. Watching HDR video is like watching one of the LG OLED 4K TVs.",5,2019-10-25 16:25:00
"60","Amazing new iPhone","Absolutely love the distinctive new design and the new cameras! Battery life is also significantly better compared to the iPhone XS max. Overall a great upgrade. I would highly recommend the iPhone pro max! I also love Best Buy‘s upgrade experience, it’s  super easy and convenient compared to going to the phone store.",5,2019-10-25 15:51:00
"61","The best !","Traded in my pixel 3 and best decision I’ve made. The battery last forever and the camera is so good.",5,2020-02-02 08:58:00
"62","Great Camera","The updates on the camera make me feel, and the end product look, like the pictures are taken professionally.  The portrait option has just gotten better and gets better with every upgrade in IOS.  It’s an Apple product so I wouldn’t expect anything but the best, especially for the price that is paid, but it is worth every penny.",5,2019-10-18 23:45:00
"63","BEST iPhone YET!!","I had to replace my iPhone 6 Plus and went with the latest and best iPhone.  Very thin, excellent design and picture taking is great.  Will recommend for anyone.",5,2020-01-06 16:32:00
"64","Great camera","great phone to replace my old one that is broken. Love the new camera in it. Fantastic pics captured",5,2020-02-03 19:09:00
"65","Best iPhone yet!!!","I decided to get a new phone on release day, and I am so happy!  The phone itself has great battery life, a wonderful screen and the camera is just unbelievable.  The camera is so good that I now regret lugging around an expensive mirrorless rig.  I took a shot of a sunset that blows people away, especially when I tell them it’s from my iPhone.",5,2019-10-11 19:39:00
"66","Super","I love the new iphone 11 pro max. The picture quality is amazing. Night shots look as if they were taken in daytime. Everything is super clear on it. I thought the iphone X was pretty good until I got the chance to see the difference the 11 makes. There is a learning curve with the 11. It's not cheap but the trade-in made it more affordable.",5,2019-10-12 02:10:00
"67","very fast","first time I have a Max or big iPhone, I was more incline to the small phones specially since I carry them in my pockets and run with it...
but lately start to do many thing in my phone almost not use the iPad any more, since the phone is at hand always.. chose this one .. no disappointment .",5,2019-11-02 13:38:00
"68","The camera is phenomenal","This is the best iPhone yet, the camera is fast enough to capture my adorable impatient toddler!",5,2020-01-31 15:15:00
"69","Amazing Phone","Amazing phone but I will never buy another phone online from Best Buy. Finally got the phone to work today after calling Verizon and waiting on hold 40 min. All the iPhone 11s Best Buy had we’re set for the wrong Activation date 5 days later. I love Best Buy but this was a terrible Experience. Had I traded in my phone I would not have had a working phone for days!!!!",5,2019-09-27 18:13:00
"70","Bought the first day","I had been waiting anxiously for this release.  I bought it the first day at Best Buy. No wait and no line.  It has met my expectations so far.",5,2019-09-28 15:25:00
"71","If you need a larger screen this is it","I wanted a larger phone and have been using apple devices for a while.  It's heavier than the older, smaller phones but if you know IOS there is not much else to say.  The new cameras take excellent pictures and video.  It's too soon to comment on battery life, but like the other phones I've had this is a solid device.",5,2019-10-17 16:48:00
"72","Another amazing device from Apple","Upgraded from the X Max and don’t regret it one bit! The camera is unlike any camera that has graced the iPhone. Battery life is definitely an improvement from last years model (my biggest reason for wanting to upgrade). Love the midnight green coloring. Like always, apple has created a gorgeous device that works seamlessly with the IOS software.",5,2019-10-04 16:50:00
"73","Great new features","My husband was having problems with his IPhone 6 keeping a charge. But new batteries would not get him new features and a better camera . He loves his new iPhone 11 ProMax. The pictures are terrific . It is so easy to use. Still learning all of the new features. So glad for the “11”.",5,2019-11-02 15:09:00
"74","Do not regret this purchase","Really cannot speak highly enough about this phone. Finally switched over from years of Android OS phones. Everything, from the watch and the AirPods, works so flawlessly with one another comparative to Android based systems. Not quite as customizable as Android, but it’s worth the sacrifice, in my opinion.",5,2019-10-18 15:53:00
"75","Excellent upgrade","Camera is fantastic really leaving little to no need for a dslr camera.  Phone is big but manageable.  iOS 13 has some upgrades that are advantageous such as night shots.  Overall the price is high and not necessarily worth spending that much each year but last phone was iPhone 6S+ so this is an excellent upgrade.",5,2019-10-13 10:17:00
"76","Very Beautiful Phone","At first when I saw all the photos of the phone online, I feared that I wouldn’t like the design. But when you get the phone and look at it in person it’s beautiful. Other than a few iOS 13 glitches, the phone overall is wonderful. The camera is as amazing as advertised. If you have an older iPhone and you’re looking to upgrade, this phone is a good choice.",5,2019-09-22 12:13:00
"77","A week in, it's performing as advertised.","A week in, the pricey device is performing as advertised--fast, crisp graphics, and even a slowfie / slofie shot taken for kicks and giggles turned out like I gather a slowfie / slofie should.  Still getting used to Face ID (not a fingerprint) opening up apps and saving passwords, but I'm optimistic that'll become second nature soon enough.",5,2019-09-28 07:48:00
"78","Great phone","I wasn’t planning on getting a new phone but was impressive with the oled screen. I’m not a fan of the bigger phones so I preferred the max. Don’t waste your money on 64gb. Pay up and get the extra storage. You are gonna want to use this phone for what it’s built for: high quality videos and photos. Video games",5,2019-10-11 20:34:00
"79","iPhone 11 Pro Max","Let me say I, along with my family, are Apple people. With 4 iPhones, 3 MacBook Pros, three iPads, and an Airport Time Capsule, we like Apple. As for the newest iPhone 11 Pro, not so good. The screen and camera are great, when they work correctly. IOS 13 has been plagued with issues since receiving the phone. I’m sure Apple is active in correcting the issues, but personally I believe they released it too soon. Due to the issues I’ve had, sadly I can’t recommend it as of yet. Any phone is only as good as it’s operating system, which sadly hasn’t been that great...",4,2019-10-18 15:53:00
"80","iPhone 11 Pro Max","Wow!  I am enjoying and getting acquainted with my new iPhone 11 Pro Max.  Photography is my thing so I am experimenting.",5,2020-01-15 20:09:00
"81","Great camera","I love this phone, battery life is excellent. I would highly recommend this phone",5,2020-01-31 21:08:00
"82","Avid Apple","This by far is one of my best purchases by far. Buy it as Best Buy made it so much less painless then to go into the Verizion store and deal with all the bs",5,2019-12-27 16:42:00
"83","Great Phone","same as other IPhones.. I haven’t found anything too overly impressive other than satisfaction of having the latest phone",5,2020-01-15 00:47:00
"84","Love my new phone","First time getting the Max series for an iPhone. Not to hard go get use too. Love the new features for the 11.",5,2020-01-20 13:03:00
"85","Enthusiast level iPhone.","I upgraded from a 256gb X. I justified the upgrade by getting the Pro Max instead of just the Pro. So far, I am loving everything about the pro max. Highly recommend.",5,2019-12-20 15:24:00
"86","Great phone.","Great phone but needs instruction manual to enjoy it’s features.  No instructions were given by the sales person.",5,2020-01-17 16:24:00
"87","Great phone!","Coming from Samsung to Apple I had my doubts but I love my iPhone. The screen resolution and the speed are amazing. The 3 cameras had me off at first but if you’re into photography than it’s a great thing! Great pictures and video. I got the 256gb and that is plenty! No complaints here and glad to be on team Apple.",5,2019-10-04 15:29:00
"88","iPhone 11 Pro Max","I love my new iphone.  Has great features and the camera quality if wonderful",5,2020-01-31 16:03:00
"89","Upgrade","I upgraded to the 11 pro max from a 6plus, and I am glad i did, I was just gonna get the 11. I am happy with my decision. Merry Christmas",5,2020-01-03 17:20:00
"90","Amazing phone","Love it and still working on all it can do!!  I was afraid I would miss the home button but it was a super easy transition.",5,2020-01-10 22:14:00
"91","Great camera","Easy to use. Love the camera. Fast to log into phone with face recognition.",5,2020-01-31 15:16:00
"92","LOVE! LOVE! LOVE!","Why the hell did I put off upgrading for all this time?  TO GET THIS PHONE!  Love it!  Can't say enough and I have know idea how to use it to it's max and I still love it!!!!",5,2019-12-13 23:44:00
"93","Great phone","Phone is simple to use. Great visual and audio quality. A wide range of features to choose from. So much can be accomplished on a single device. The battery life is amazing.  Does not need to be charged frequently and the new lightning speed charger charges quickly.",5,2019-10-25 15:34:00
"94","Great phone","Upgraded from my iPhone X. My plan has an annual upgrade option so was excited to try the new iPhone 11 Pro Max. BB Techs setup my phone including apps. You may need to re-enter password info first time opening apps. Still exploring the new features.",5,2019-11-01 16:50:00
